year,state,votes,party
1976,AK,71555,REP
1976,AK,44058,DEM
1976,AK,6785,LIB
1976,AK,1176,OTHER
1980,AK,86112,REP
1980,AK,41842,DEM
1980,AK,18479,LIB
1980,AK,11155,OTHER
1980,AK,857,OTHER
1984,AK,138377,REP
1984,AK,62007,DEM
1984,AK,6378,LIB
1984,AK,843,OTHER
1988,AK,119251,REP
1988,AK,72584,DEM
1988,AK,5484,LIB
1988,AK,1024,OTHER
1988,AK,957,OTHER
1988,AK,816,OTHER
1992,AK,102000,REP
1992,AK,78294,DEM
1992,AK,73481,OTHER
1992,AK,1379,OTHER
1992,AK,1378,LIB
1992,AK,469,OTHER
1992,AK,433,OTHER
1992,AK,377,OTHER
1992,AK,365,OTHER
1992,AK,330,OTHER
1996,AK,122746,REP
1996,AK,80380,DEM
1996,AK,26333,OTHER
1996,AK,7597,OTHER
1996,AK,2276,LIB
1996,AK,925,OTHER
1996,AK,729,OTHER
1996,AK,634,OTHER
2000,AK,167398,REP
2000,AK,79004,DEM
2000,AK,28747,OTHER
2000,AK,5192,OTHER
2000,AK,2636,LIB
2000,AK,1068,OTHER
2000,AK,919,OTHER
2000,AK,596,OTHER
2004,AK,190889,REP
2004,AK,111025,DEM
2004,AK,5069,OTHER
2004,AK,2092,OTHER
2004,AK,1675,LIB
2004,AK,1058,OTHER
2004,AK,790,OTHER
2008,AK,193841,REP
2008,AK,123594,DEM
2008,AK,3783,OTHER
2008,AK,1730,OTHER
2008,AK,1660,OTHER
2008,AK,1589,LIB
2012,AK,164676,REP
2012,AK,122640,DEM
2012,AK,7392,LIB
2012,AK,2917,OTHER
2012,AK,2870,OTHER
2016,AK,163387,REP
2016,AK,116454,DEM
2016,AK,18725,LIB
2016,AK,9201,OTHER
2016,AK,5735,OTHER
2016,AK,3866,OTHER
2016,AK,1240,OTHER
2020,AK,153778,DEM
2020,AK,189951,REP
2020,AK,8897,LIB
2020,AK,318,OTHER
2020,AK,825,OTHER
2020,AK,2673,OTHER
2020,AK,1127,OTHER
2020,AK,1961,OTHER
1976,AL,659170,DEM
1976,AL,504070,REP
1976,AL,9198,OTHER
1976,AL,6669,OTHER
1976,AL,1954,OTHER
1976,AL,1481,LIB
1976,AL,308,OTHER
1980,AL,654192,REP
1980,AL,636730,DEM
1980,AL,16481,OTHER
1980,AL,15010,OTHER
1980,AL,13318,LIB
1980,AL,1743,OTHER
1980,AL,1629,OTHER
1980,AL,1303,OTHER
1980,AL,1006,OTHER
1980,AL,517,OTHER
1984,AL,872849,REP
1984,AL,551899,DEM
1984,AL,9504,LIB
1984,AL,4671,OTHER
1984,AL,1401,OTHER
1984,AL,730,OTHER
1984,AL,659,OTHER
1988,AL,815576,REP
1988,AL,549506,DEM
1988,AL,8460,LIB
1988,AL,4428,OTHER
1988,AL,506,OTHER
1992,AL,804283,REP
1992,AL,690080,DEM
1992,AL,183109,OTHER
1992,AL,5737,LIB
1992,AL,4128,OTHER
1992,AL,723,OTHER
1996,AL,769044,REP
1996,AL,662165,DEM
1996,AL,95030,OTHER
1996,AL,5290,LIB
1996,AL,1697,OTHER
1996,AL,1123,OTHER
2000,AL,941173,REP
2000,AL,692611,DEM
2000,AL,25896,OTHER
2000,AL,5893,LIB
2000,AL,699,OTHER
2004,AL,1176394,REP
2004,AL,693933,DEM
2004,AL,12190,OTHER
2004,AL,898,OTHER
2008,AL,1266546,REP
2008,AL,813479,DEM
2008,AL,16089,OTHER
2008,AL,3705,OTHER
2012,AL,1255925,REP
2012,AL,795696,DEM
2012,AL,18706,OTHER
2012,AL,4011,OTHER
2016,AL,1318255,REP
2016,AL,729547,DEM
2016,AL,44467,LIB
2016,AL,21712,OTHER
2016,AL,9391,OTHER
2020,AL,849624,DEM
2020,AL,1441170,REP
2020,AL,25176,LIB
2020,AL,7312,OTHER
1976,AR,498604,DEM
1976,AR,267903,REP
1976,AR,639,OTHER
1976,AR,389,OTHER
1980,AR,403164,REP
1980,AR,398041,DEM
1980,AR,22468,OTHER
1980,AR,8970,LIB
1980,AR,2345,OTHER
1980,AR,1350,OTHER
1980,AR,1244,OTHER
1984,AR,534774,REP
1984,AR,338646,DEM
1984,AR,2221,LIB
1984,AR,1890,OTHER
1984,AR,1499,OTHER
1984,AR,1461,OTHER
1984,AR,1291,OTHER
1984,AR,960,OTHER
1984,AR,842,OTHER
1984,AR,822,OTHER
1988,AR,466578,REP
1988,AR,349237,DEM
1988,AR,5146,OTHER
1988,AR,3297,LIB
1988,AR,2161,OTHER
1988,AR,1319,OTHER
1992,AR,505823,DEM
1992,AR,337324,REP
1992,AR,99132,OTHER
1992,AR,8374,OTHER
1996,AR,475171,DEM
1996,AR,325416,REP
1996,AR,69884,OTHER
1996,AR,3649,OTHER
1996,AR,3076,LIB
1996,AR,2065,OTHER
1996,AR,932,OTHER
1996,AR,823,OTHER
1996,AR,749,OTHER
1996,AR,747,OTHER
1996,AR,729,OTHER
1996,AR,538,OTHER
1996,AR,483,OTHER
2000,AR,472940,REP
2000,AR,422768,DEM
2000,AR,13421,OTHER
2000,AR,7358,OTHER
2000,AR,2781,LIB
2000,AR,1415,OTHER
2000,AR,1098,OTHER
2004,AR,572898,REP
2004,AR,469953,DEM
2004,AR,6171,OTHER
2004,AR,2352,LIB
2004,AR,2083,OTHER
2004,AR,1488,OTHER
2008,AR,638017,REP
2008,AR,422310,DEM
2008,AR,12882,OTHER
2008,AR,4776,LIB
2008,AR,4023,OTHER
2008,AR,3470,OTHER
2008,AR,1139,OTHER
2012,AR,647744,REP
2012,AR,394409,DEM
2012,AR,16276,LIB
2012,AR,9305,OTHER
2012,AR,1734,OTHER
2016,AR,684872,REP
2016,AR,380494,DEM
2016,AR,29829,LIB
2016,AR,13255,OTHER
2016,AR,9473,OTHER
2016,AR,4709,OTHER
2016,AR,4613,OTHER
2016,AR,3390,OTHER
2020,AR,1713,OTHER
2020,AR,2108,OTHER
2020,AR,423932,DEM
2020,AR,2980,OTHER
2020,AR,2141,OTHER
2020,AR,1475,OTHER
2020,AR,4099,OTHER
2020,AR,2812,OTHER
2020,AR,1321,OTHER
2020,AR,13133,LIB
2020,AR,1372,OTHER
2020,AR,760647,REP
2020,AR,1336,OTHER
1976,AZ,418642,REP
1976,AZ,295602,DEM
1976,AZ,19229,OTHER
1976,AZ,7647,LIB
1976,AZ,928,OTHER
1976,AZ,564,OTHER
1976,AZ,85,OTHER
1976,AZ,22,OTHER
1980,AZ,529688,REP
1980,AZ,246843,DEM
1980,AZ,76952,OTHER
1980,AZ,18784,LIB
1980,AZ,1100,OTHER
1980,AZ,551,OTHER
1980,AZ,25,OTHER
1980,AZ,2,OTHER
1984,AZ,681416,REP
1984,AZ,333854,DEM
1984,AZ,10585,LIB
1984,AZ,42,OTHER
1988,AZ,702541,REP
1988,AZ,454029,DEM
1988,AZ,13351,LIB
1988,AZ,1662,OTHER
1988,AZ,290,OTHER
1992,AZ,572086,REP
1992,AZ,543050,DEM
1992,AZ,353741,OTHER
1992,AZ,8141,OTHER
1992,AZ,6759,LIB
1992,AZ,2267,OTHER
1992,AZ,923,OTHER
1992,AZ,8,OTHER
1996,AZ,653288,DEM
1996,AZ,622073,REP
1996,AZ,112072,OTHER
1996,AZ,14358,LIB
1996,AZ,2573,OTHER
1996,AZ,41,OTHER
2000,AZ,781652,REP
2000,AZ,685341,DEM
2000,AZ,45645,OTHER
2000,AZ,12373,OTHER
2000,AZ,5775,LIB
2000,AZ,1120,OTHER
2000,AZ,110,OTHER
2004,AZ,1104294,REP
2004,AZ,893524,DEM
2004,AZ,11856,LIB
2004,AZ,2911,OTHER
2008,AZ,1230111,REP
2008,AZ,1034707,DEM
2008,AZ,12555,LIB
2008,AZ,11301,OTHER
2008,AZ,3406,OTHER
2008,AZ,1395,OTHER
2012,AZ,1233654,REP
2012,AZ,1025232,DEM
2012,AZ,32100,LIB
2012,AZ,7816,OTHER
2012,AZ,452,OTHER
2016,AZ,1252401,REP
2016,AZ,1161167,DEM
2016,AZ,106327,LIB
2016,AZ,34345,OTHER
2016,AZ,17473,OTHER
2016,AZ,1058,OTHER
2016,AZ,311,OTHER
2016,AZ,42,DEM
2016,AZ,29,OTHER
2016,AZ,12,OTHER
2020,AZ,1672143,DEM
2020,AZ,1661686,REP
2020,AZ,51465,LIB
2020,AZ,190,OTHER
2020,AZ,36,OTHER
2020,AZ,236,OTHER
2020,AZ,13,OTHER
2020,AZ,1557,OTHER
1976,CA,3882244,REP
1976,CA,3742284,DEM
1976,CA,56388,OTHER
1976,CA,51098,OTHER
1976,CA,41731,OTHER
1976,CA,17259,OTHER
1976,CA,12766,OTHER
1980,CA,4522994,REP
1980,CA,3082943,DEM
1980,CA,739618,OTHER
1980,CA,148390,LIB
1980,CA,61046,OTHER
1980,CA,18106,OTHER
1980,CA,9841,OTHER
1984,CA,5467009,REP
1984,CA,3922519,DEM
1984,CA,49951,LIB
1984,CA,39265,OTHER
1984,CA,26297,OTHER
1988,CA,5054917,REP
1988,CA,4702233,DEM
1988,CA,70105,LIB
1988,CA,58999,OTHER
1988,CA,811,OTHER
1992,CA,5121325,DEM
1992,CA,3630574,REP
1992,CA,2296006,OTHER
1992,CA,48139,LIB
1992,CA,18597,OTHER
1992,CA,12711,OTHER
1992,CA,4369,OTHER
1996,CA,5119835,DEM
1996,CA,3828381,REP
1996,CA,697847,OTHER
1996,CA,237016,OTHER
1996,CA,73600,LIB
1996,CA,25332,OTHER
1996,CA,21202,OTHER
1996,CA,15403,OTHER
1996,CA,853,OTHER
2000,CA,5861203,DEM
2000,CA,4567429,REP
2000,CA,418707,OTHER
2000,CA,45520,LIB
2000,CA,44987,OTHER
2000,CA,17042,OTHER
2000,CA,10934,OTHER
2004,CA,6745485,DEM
2004,CA,5509826,REP
2004,CA,50165,LIB
2004,CA,40771,OTHER
2004,CA,27607,OTHER
2004,CA,26645,OTHER
2004,CA,20854,OTHER
2008,CA,8274473,DEM
2008,CA,5011781,REP
2008,CA,108381,OTHER
2008,CA,67582,LIB
2008,CA,40673,OTHER
2008,CA,38774,OTHER
2008,CA,20236,OTHER
2012,CA,7854285,DEM
2012,CA,4839958,REP
2012,CA,143221,LIB
2012,CA,85638,OTHER
2012,CA,53824,OTHER
2012,CA,38372,OTHER
2012,CA,23249,OTHER
2016,CA,8753788,DEM
2016,CA,4483810,REP
2016,CA,478500,LIB
2016,CA,278657,OTHER
2016,CA,120739,OTHER
2016,CA,66101,OTHER
2020,CA,11110250,DEM
2020,CA,6006429,REP
2020,CA,187895,LIB
2020,CA,81029,OTHER
2020,CA,60160,OTHER
2020,CA,51037,OTHER
2020,CA,2605,OTHER
2020,CA,611,OTHER
2020,CA,559,OTHER
2020,CA,185,OTHER
2020,CA,121,OTHER
1976,CO,584278,REP
1976,CO,460801,DEM
1976,CO,26047,OTHER
1976,CO,5338,LIB
1976,CO,2886,OTHER
1976,CO,1122,OTHER
1976,CO,565,OTHER
1976,CO,403,OTHER
1980,CO,652264,REP
1980,CO,368009,DEM
1980,CO,130633,OTHER
1980,CO,25744,LIB
1980,CO,5614,OTHER
1980,CO,1180,OTHER
1980,CO,519,OTHER
1980,CO,487,OTHER
1984,CO,821817,REP
1984,CO,454975,DEM
1984,CO,11257,LIB
1984,CO,4662,OTHER
1984,CO,978,OTHER
1984,CO,858,OTHER
1984,CO,810,OTHER
1984,CO,23,OTHER
1988,CO,728177,REP
1988,CO,621453,DEM
1988,CO,15482,LIB
1988,CO,4604,OTHER
1988,CO,2539,OTHER
1988,CO,139,OTHER
1992,CO,629681,DEM
1992,CO,562850,REP
1992,CO,366010,OTHER
1992,CO,8669,LIB
1992,CO,1608,OTHER
1992,CO,274,OTHER
1992,CO,47,OTHER
1992,CO,21,OTHER
1992,CO,20,OTHER
1996,CO,691848,REP
1996,CO,671152,DEM
1996,CO,99629,OTHER
1996,CO,25070,OTHER
1996,CO,12392,LIB
1996,CO,2813,OTHER
1996,CO,2809,OTHER
1996,CO,2545,OTHER
1996,CO,669,OTHER
1996,CO,599,OTHER
1996,CO,557,OTHER
1996,CO,375,OTHER
1996,CO,244,OTHER
2000,CO,883748,REP
2000,CO,738227,DEM
2000,CO,91434,OTHER
2000,CO,12799,LIB
2000,CO,10465,OTHER
2000,CO,2240,OTHER
2000,CO,1319,OTHER
2000,CO,712,OTHER
2000,CO,216,OTHER
2000,CO,208,OTHER
2004,CO,1101255,REP
2004,CO,1001732,DEM
2004,CO,12718,OTHER
2004,CO,7664,LIB
2004,CO,2562,OTHER
2004,CO,1591,OTHER
2004,CO,804,OTHER
2004,CO,378,OTHER
2004,CO,329,OTHER
2004,CO,241,OTHER
2004,CO,216,OTHER
2004,CO,140,OTHER
2008,CO,1288576,DEM
2008,CO,1073589,REP
2008,CO,13350,OTHER
2008,CO,10897,LIB
2008,CO,6233,OTHER
2008,CO,3051,OTHER
2008,CO,2822,OTHER
2008,CO,828,OTHER
2008,CO,598,OTHER
2008,CO,348,OTHER
2008,CO,336,OTHER
2008,CO,226,OTHER
2008,CO,158,OTHER
2008,CO,154,OTHER
2008,CO,110,OTHER
2008,CO,85,OTHER
2012,CO,1323101,DEM
2012,CO,1185243,REP
2012,CO,35545,LIB
2012,CO,7508,OTHER
2012,CO,6234,OTHER
2012,CO,5057,OTHER
2012,CO,2588,OTHER
2012,CO,1262,OTHER
2012,CO,791,OTHER
2012,CO,679,OTHER
2012,CO,317,OTHER
2012,CO,308,OTHER
2012,CO,267,OTHER
2012,CO,235,OTHER
2012,CO,192,OTHER
2012,CO,189,OTHER
2016,CO,1338870,DEM
2016,CO,1202484,REP
2016,CO,144121,LIB
2016,CO,38437,OTHER
2016,CO,31485,OTHER
2016,CO,11699,OTHER
2016,CO,5028,OTHER
2016,CO,1255,OTHER
2016,CO,1096,OTHER
2016,CO,872,OTHER
2016,CO,862,OTHER
2016,CO,751,OTHER
2016,CO,710,OTHER
2016,CO,531,OTHER
2016,CO,452,OTHER
2016,CO,392,OTHER
2016,CO,382,OTHER
2016,CO,337,OTHER
2016,CO,271,OTHER
2016,CO,185,OTHER
2020,CO,1804352,DEM
2020,CO,1364607,REP
2020,CO,52460,LIB
2020,CO,8986,OTHER
2020,CO,1035,OTHER
2020,CO,636,OTHER
2020,CO,572,OTHER
2020,CO,8089,OTHER
2020,CO,5061,OTHER
2020,CO,2730,OTHER
2020,CO,355,OTHER
2020,CO,25515,OTHER
2020,CO,2011,OTHER
2020,CO,568,OTHER
2020,CO,379,OTHER
2020,CO,495,OTHER
2020,CO,354,OTHER
2020,CO,196,OTHER
2020,CO,762,OTHER
2020,CO,614,OTHER
2020,CO,175,OTHER
2020,CO,4,OTHER
2020,CO,24,OTHER
1976,CT,719261,REP
1976,CT,647895,DEM
1976,CT,10309,OTHER
1976,CT,7101,OTHER
1976,CT,1789,OTHER
1980,CT,677210,REP
1980,CT,541732,DEM
1980,CT,171807,OTHER
1980,CT,8570,LIB
1980,CT,6130,OTHER
1980,CT,836,OTHER
1984,CT,890877,REP
1984,CT,569597,DEM
1984,CT,4826,OTHER
1984,CT,1374,OTHER
1984,CT,226,OTHER
1988,CT,750241,REP
1988,CT,676584,DEM
1988,CT,14071,LIB
1988,CT,2491,OTHER
1988,CT,7,OTHER
1992,CT,682318,DEM
1992,CT,578313,REP
1992,CT,348771,OTHER
1992,CT,5391,LIB
1992,CT,1363,OTHER
1996,CT,735740,DEM
1996,CT,483109,REP
1996,CT,139523,OTHER
1996,CT,24321,OTHER
1996,CT,5788,LIB
1996,CT,2425,OTHER
1996,CT,1703,OTHER
1996,CT,5,OTHER
2000,CT,816015,DEM
2000,CT,561094,REP
2000,CT,64452,OTHER
2000,CT,9695,OTHER
2000,CT,4731,OTHER
2000,CT,3484,LIB
2000,CT,54,OTHER
2004,CT,857488,DEM
2004,CT,693826,REP
2004,CT,12969,OTHER
2004,CT,9564,OTHER
2004,CT,3367,LIB
2004,CT,1543,OTHER
2004,CT,12,OTHER
2008,CT,997772,DEM
2008,CT,629428,REP
2008,CT,19162,OTHER
2008,CT,430,OTHER
2012,CT,905083,DEM
2012,CT,634892,REP
2012,CT,12340,LIB
2012,CT,4971,OTHER
2012,CT,918,OTHER
2016,CT,897572,DEM
2016,CT,673215,REP
2016,CT,48676,LIB
2016,CT,22841,OTHER
2016,CT,2616,OTHER
2020,CT,1080831,DEM
2020,CT,714717,REP
2020,CT,20230,LIB
2020,CT,7538,OTHER
2020,CT,219,OTHER
2020,CT,11,OTHER
2020,CT,0,OTHER
2020,CT,1,OTHER
2020,CT,6,OTHER
2020,CT,2,OTHER
2020,CT,13,OTHER
2020,CT,12,OTHER
2020,CT,22,OTHER
2020,CT,255,OTHER
1976,DC,137818,DEM
1976,DC,27873,REP
1976,DC,1656,OTHER
1976,DC,1195,OTHER
1976,DC,288,OTHER
1980,DC,130231,DEM
1980,DC,23313,REP
1980,DC,16131,OTHER
1980,DC,1826,OTHER
1980,DC,1104,LIB
1980,DC,690,OTHER
1980,DC,369,OTHER
1980,DC,173,OTHER
1980,DC,52,OTHER
1984,DC,180408,DEM
1984,DC,29009,REP
1984,DC,809,OTHER
1984,DC,279,LIB
1984,DC,257,OTHER
1984,DC,165,OTHER
1984,DC,127,OTHER
1984,DC,127,OTHER
1984,DC,107,OTHER
1988,DC,159407,DEM
1988,DC,27590,REP
1988,DC,3064,OTHER
1988,DC,1553,OTHER
1988,DC,554,LIB
1988,DC,236,OTHER
1988,DC,208,OTHER
1988,DC,142,OTHER
1988,DC,123,OTHER
1992,DC,192619,DEM
1992,DC,20698,REP
1992,DC,9681,OTHER
1992,DC,1459,OTHER
1992,DC,1446,OTHER
1992,DC,676,OTHER
1992,DC,467,LIB
1992,DC,230,OTHER
1992,DC,191,OTHER
1992,DC,105,OTHER
1996,DC,158220,DEM
1996,DC,17339,REP
1996,DC,4780,OTHER
1996,DC,3611,OTHER
1996,DC,648,OTHER
1996,DC,588,LIB
1996,DC,283,OTHER
1996,DC,257,OTHER
2000,DC,171923,DEM
2000,DC,18073,REP
2000,DC,10576,OTHER
2000,DC,669,LIB
2000,DC,539,OTHER
2000,DC,114,OTHER
2004,DC,202970,DEM
2004,DC,21256,REP
2004,DC,1485,OTHER
2004,DC,737,OTHER
2004,DC,506,OTHER
2004,DC,502,LIB
2004,DC,130,OTHER
2008,DC,245800,DEM
2008,DC,17367,REP
2008,DC,1138,OTHER
2008,DC,958,OTHER
2008,DC,590,OTHER
2012,DC,267070,DEM
2012,DC,21381,REP
2012,DC,2458,OTHER
2012,DC,2083,LIB
2012,DC,772,OTHER
2016,DC,282830,DEM
2016,DC,12723,REP
2016,DC,6551,OTHER
2016,DC,4906,LIB
2016,DC,4258,OTHER
2016,DC,1064,OTHER
2016,DC,243,OTHER
2020,DC,317323,DEM
2020,DC,18586,REP
2020,DC,2036,LIB
2020,DC,1726,OTHER
2020,DC,855,OTHER
2020,DC,3137,OTHER
2020,DC,693,OTHER
1976,DE,122461,DEM
1976,DE,109780,REP
1976,DE,2432,OTHER
1976,DE,645,OTHER
1976,DE,135,OTHER
1976,DE,103,OTHER
1976,DE,86,OTHER
1980,DE,111252,REP
1980,DE,105754,DEM
1980,DE,16288,OTHER
1980,DE,1974,LIB
1980,DE,400,OTHER
1984,DE,152190,REP
1984,DE,101656,DEM
1984,DE,269,OTHER
1984,DE,268,LIB
1984,DE,121,OTHER
1984,DE,68,OTHER
1988,DE,139639,REP
1988,DE,108647,DEM
1988,DE,1162,LIB
1988,DE,443,OTHER
1992,DE,126054,DEM
1992,DE,102313,REP
1992,DE,59213,OTHER
1992,DE,1105,OTHER
1992,DE,935,LIB
1996,DE,140355,DEM
1996,DE,99062,REP
1996,DE,28719,OTHER
1996,DE,2052,LIB
1996,DE,348,OTHER
1996,DE,274,OTHER
2000,DE,180068,DEM
2000,DE,137288,REP
2000,DE,8307,OTHER
2000,DE,777,OTHER
2000,DE,774,LIB
2000,DE,208,OTHER
2000,DE,107,OTHER
2004,DE,200152,DEM
2004,DE,171660,REP
2004,DE,2153,OTHER
2004,DE,586,LIB
2004,DE,289,OTHER
2004,DE,250,OTHER
2004,DE,100,OTHER
2008,DE,255459,DEM
2008,DE,152374,REP
2008,DE,2401,OTHER
2008,DE,1109,LIB
2008,DE,626,OTHER
2008,DE,385,OTHER
2008,DE,58,OTHER
2012,DE,242584,DEM
2012,DE,165484,REP
2012,DE,3882,LIB
2012,DE,1940,OTHER
2016,DE,235603,DEM
2016,DE,185127,REP
2016,DE,14757,LIB
2016,DE,6103,OTHER
2020,DE,7,OTHER
2020,DE,87,OTHER
2020,DE,5,OTHER
2020,DE,1,OTHER
2020,DE,3,OTHER
2020,DE,14,OTHER
2020,DE,28,OTHER
2020,DE,169,OTHER
2020,DE,1,OTHER
2020,DE,1,OTHER
2020,DE,8,OTHER
2020,DE,2,OTHER
2020,DE,1,OTHER
2020,DE,2,OTHER
2020,DE,4,OTHER
2020,DE,2,OTHER
2020,DE,1,OTHER
2020,DE,296268,DEM
2020,DE,200603,REP
2020,DE,5000,LIB
2020,DE,2139,OTHER
1976,FL,1636000,DEM
1976,FL,1469531,REP
1976,FL,23643,OTHER
1976,FL,21325,OTHER
1976,FL,132,OTHER
1980,FL,2046951,REP
1980,FL,1419475,DEM
1980,FL,189692,OTHER
1980,FL,30524,LIB
1980,FL,285,OTHER
1984,FL,2730350,REP
1984,FL,1448816,DEM
1984,FL,885,OTHER
1988,FL,2618885,REP
1988,FL,1656701,DEM
1988,FL,19796,LIB
1988,FL,6655,OTHER
1988,FL,276,OTHER
1992,FL,2173310,REP
1992,FL,2071698,DEM
1992,FL,1053067,OTHER
1992,FL,15079,LIB
1992,FL,238,OTHER
1996,FL,2546870,DEM
1996,FL,2244536,REP
1996,FL,483870,OTHER
1996,FL,23326,LIB
1996,FL,4552,OTHER
2000,FL,2912790,REP
2000,FL,2912253,DEM
2000,FL,97488,OTHER
2000,FL,17484,OTHER
2000,FL,16415,LIB
2000,FL,2281,OTHER
2000,FL,1804,OTHER
2000,FL,1371,OTHER
2000,FL,622,OTHER
2000,FL,562,OTHER
2000,FL,40,OTHER
2004,FL,3964522,REP
2004,FL,3583544,DEM
2004,FL,32971,OTHER
2004,FL,11996,LIB
2004,FL,6626,OTHER
2004,FL,3917,OTHER
2004,FL,3502,OTHER
2004,FL,2732,OTHER
2008,FL,4282074,DEM
2008,FL,4045624,REP
2008,FL,28124,OTHER
2008,FL,17218,LIB
2008,FL,7915,OTHER
2008,FL,2887,OTHER
2008,FL,2550,OTHER
2008,FL,1516,OTHER
2008,FL,795,OTHER
2008,FL,533,OTHER
2008,FL,419,OTHER
2008,FL,405,OTHER
2008,FL,391,OTHER
2008,FL,293,OTHER
2012,FL,4237756,DEM
2012,FL,4163447,REP
2012,FL,44726,LIB
2012,FL,8947,OTHER
2012,FL,8154,OTHER
